provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
OpenAI,Preparedness Framework,v2-reupload-20250611,Preparedness Framework,16,This revision of the Preparedness Framework focuses on the safeguards we expect will be needed for future models more capable than those we have today.,expect;will
OpenAI,Preparedness Framework,v2-reupload-20250611,Preparedness Framework,19,"In choosing to set a high bar here, we aim to ensure that the most severe risks receive attention commensurate with their magnitude.",aim
OpenAI,Preparedness Framework,v2-reupload-20250611,Introduction,52,"• Safeguard against severe harms – we evaluate the likelihood that severe harms could actually occur in the context of deployment, using threat models that take our safeguards into account.",could
OpenAI,Preparedness Framework,v2-reupload-20250611,Introduction,54,"If a model under development reaches a Critical capability threshold, we also require safeguards to sufficiently minimize the associated risks during development, irrespective of deployment plans.",plans
OpenAI,Preparedness Framework,v2-reupload-20250611,Introduction,55,• Build trust – we engage with subject–matter experts across and beyond OpenAI to inform these efforts and to build confidence that we are meeting our commitments and effectively managing risk.,commitments
OpenAI,Preparedness Framework,v2-reupload-20250611,Why we’re updating the Preparedness Framework,63,"This means we will need to design and deploy safeguards we can rely on for safety and security – which requires a new level of planning and coordination across the company, beyond what’s needed to measure capabilities.",will
OpenAI,Preparedness Framework,v2-reupload-20250611,Holistic risk assessment and categorization,76,"Where we determine that a capability presents a real risk of severe harm, we may decide to monitor it as a Tracked Category or a Research Category.",may
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,91,"For each Tracked Category, we develop and maintain a threat model identifying specific risks of severe harms that could arise from the frontier capabilities in that domain and sets corresponding capability thresholds that would lead to a meaningful increase in risk of severe harm.4 SAG reviews and approves these threat models.",could
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,100,"While past deployment experiences are an important source of information about existing risks, we also recognize that in the case of net-new risks of severe harm, significant safeguards may be needed to reduce the risk of harms that have never been realized.",may
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,117,"In conjunction with a Longrange Autonomy capability (Section 2.3), models that could bypass OpenAI’s technical safeguards constraining model activity, such as sandboxing or monitoring services, could compromise OpenAI’s ability to track and mitigate all other risks.",could
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,120,"Given the higher potential severity of biological threats relative to chemical ones, we will prioritize Biological capability evaluations and these will be used as indicators for High and Critical capabilities for the category.",will
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,123,"Finding and executing endto-end exploits for all software could lead to catastrophe from unilateral actors, hacking military or industrial systems, or OpenAI infrastructure.",could
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,129,"To meet the large-scale safety research, operations, and security investments that need to be in place when we reach Critical self-improvement, we will by then need to have made significant progress on those investments at this earlier milestone to avoid later risks.",will
OpenAI,Preparedness Framework,v2-reupload-20250611,Tracked Categories,132,"A major acceleration in the rate of AI R&D could rapidly increase the rate at which new capabilities and risks emerge, to the point where our current oversight practices are insufficient to identify and mitigate new risks, including risks to maintaining human control of the AI system itself.",could
OpenAI,Preparedness Framework,v2-reupload-20250611,Research Categories,136,"These capabilities either need more research and threat modeling before they can be rigorously measured, or do not cause direct risks themselves but may need to be monitored because further advancement in this capability could undermine the safeguards we rely on to mitigate existing Tracked Category risks.",could;may
OpenAI,Preparedness Framework,v2-reupload-20250611,Research Categories,137,"We call these Research Categories, and in these areas we will take the following steps, both internally and in collaboration with external experts:",will
